100,61.39,130,1,1,0
100,73.73,130,1,1,0
125,83.16,130,1,1,0
150,118.22,130,1,1,0
150,297.21,130,1,1,0
200,17.08,130,1,1,0
200,58.11,130,1,1,0
200,135.5,130,1,1,0
100,255.85,130,1,1,0
100,40.65,130,1,1,0
200,161.59,130,1,1,0
100,136.29,130,1,1,0
125,57.23,130,1,1,0
125,164.02,130,1,1,0
125,192.86,130,1,1,0
100,234.58,130,1,1,0
100,215.82,130,1,1,0
100,231.93,130,1,1,0
150,134.12,130,1,1,0
150,175.33,130,1,1,0
150,231.12,130,1,1,0
100,607.94,130,1,1,0
150,122.13,130,1,1,0
150,40.06,130,1,1,0
150,301.37,130,1,1,0
125,102.07,130,1,1,0
100,1094.7,130,1,1,0
100,199.73,130,1,1,0
100,160.59,130,1,1,0
100,82.49,130,1,1,0
100,137.42,130,1,1,0
100,229.41,130,1,1,0
125,111.38,130,1,1,0
125,105.08,130,1,1,0
125,292.34,130,1,1,0
125,47.39,130,1,1,0
125,324.07,130,1,1,0
100,120.76,130,1,1,0
100,187.57,130,1,1,0
150,314.62,130,1,1,0
100,157.18,130,1,1,0
100,103.32,130,1,1,0
100,308.21,130,1,1,0
100,205.05,130,1,1,0
100,234.72,130,1,1,0
150,109.11,130,1,1,0
150,262.04,130,1,1,0
150,152.57,130,1,1,0
150,240.23,130,1,1,0
100,381.95,130,1,1,0
100,374.77,130,1,1,0
125,318.59,130,1,1,0
125,104.73,130,1,1,0
100,43.25,130,1,1,0
100,406.87,130,1,1,0
100,386.74,130,1,1,0
100,106.49,130,1,1,0
100,85.64,130,1,1,0
100,214.06,130,1,1,0
100,117.61,130,1,1,0
100,203.24,130,1,1,0
100,29.27,130,1,1,0
100,170.94,130,1,1,0
100,252.74,130,1,1,0
100,325.9,130,1,1,0
100,350.99,130,1,1,0
100,118.26,130,1,1,0
125,207.6,130,1,1,0
125,285.73,130,1,1,0
125,322.72,130,1,1,0
100,265.11,130,1,1,0
100,406.85,130,1,1,0
100,518.87,130,1,1,0
100,397.02,130,1,1,0
100,493.32,130,1,1,0
100,140.28,130,1,1,0
100,195.4,130,1,1,0
100,175.12,130,1,1,0
100,145.5,130,1,1,0
100,132.26,130,1,1,0
100,54.37,130,1,1,0
100,317.19,130,1,1,0
125,294.19,130,1,1,0
125,100.68,130,1,1,0
150,238.22,130,1,1,0
100,339.22,130,1,1,0
100,585.54,130,1,1,0
100,247.16,130,1,1,0
100,148.81,130,1,1,0
100,102.14,130,1,1,0
100,387.72,130,1,1,0
100,289.01,130,1,1,0
100,282.41,130,1,1,0
100,232.85,130,1,1,0
100,210.57,130,1,1,0
100,49.94,130,1,1,0
100,280.35,130,1,1,0
100,331.04,130,1,1,0
100,225.62,130,1,1,0
125,187.69,130,1,1,0
100,157.87,130,1,1,0
100,243.89,130,1,1,0
100,101.29,130,1,1,0
100,356.71,130,1,1,0
100,69.68,130,1,1,0
100,155.34,130,1,1,0
100,906.52,130,1,1,0
100,315,130,1,1,0
150,632.68,130,1,1,0
100,184.15,130,1,1,0
100,123.24,130,1,1,0
100,67.54,130,1,1,0
100,140.38,130,1,1,0
100,382.62,130,1,1,0
100,294.04,130,1,1,0
100,406.02,130,1,1,0
100,111.83,130,1,1,0
350,457.93,130,1,1,0
350,165.68,130,1,1,0
350,38.63,130,1,1,0
100,422.28,130,1,1,0
100,243.49,130,1,1,0
100,220.11,130,1,1,0
100,204.87,130,1,1,0
100,111.09,130,1,1,0
100,205.38,130,1,1,0
100,55.48,130,1,1,0
200,110.86,130,1,1,0
100,112.89,130,1,1,0
100,77.84,130,1,1,0
100,153.46,130,1,1,0
100,464.02,130,1,1,0
100,481.27,130,1,1,0
200,214.32,130,1,1,0
200,383.55,130,1,1,0
200,96.32,130,1,1,0
100,90.52,130,1,1,0
100,184.64,130,1,1,0
100,291.38,130,1,1,0
100,260.28,130,1,1,0
200,28.45,130,1,1,0
200,100,130,1,1,0
250,1000,130,1,1,0
400,1,130,1,1,0
200,1,130,1,1,0
